record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00039421,la pompe s1 renifle et nous constatons une fuite importante de super remplacement du groupe de poompage,la pompe renifle et nous constatons une fuite importante de super,,remplacement groupe de poompage,pompe; groupe de pompage,dispenser related issue
INC00088989,les donnees ne remontent pas sur cl004 retablissement connexion internet sur le camion,les donnees ne remontent pas,,retablissement connexion internet,camion,dialog related issue
INC00088771,pompe quadro 2 s arrete de temps en temps pendant le service et affiche error merci pour votre intervention urgente remplacement batteries defectueuses et refection des cosses batteries essais ok,pompe quadro s arrete de temps en temps pendant le service et affiche error,defaut batterie,remplacement batterie,pompe; batterie; cosse batterie,dispenser related issue
INC00054193,flexible de vidange pompe gasoil fissure flexible remplace,flexible de vidange pompe gasoil fissure,,remplacement flexible,flexible; pompe,dispenser related issue
INC00060862,la courroie qui est au niveau du bout de mano est deffectuee lorsqu on met l air dans les pneus ca degonfle plutot remplacement flexible embout air essais ok,la courroie qui est au niveau du bout de mano est deffectuee lorsqu on met l air dans les pneus ca degonfle plutot,,remplacement flexible embout air,mano de gonflage; flexible embout air,car service related issue
INC00048299,fuites enormes sur les groupes de pompage super quadro 3 remplacement des joints quantium,fuites enormes sur les groupes de pompage,,remplacement joint du flasque,groupe de pompage; joint,dispenser related issue
INC00070498,la quarto 2 le super 3et 4 ne ronflent pas et le produit ne sort pas quadro super remplacement des palettes bagues nettoyage filtres et clapet cuve essais ok gasoil 5 remplacement joint pistolet essais ok,le produit ne sort pas,,nettoyage filtres,jeu de palette; bargue de guidage; filtre; clapet cuve,dispenser related issue
INC00063177,quadro 2 les pistolets super ne debitent pas remplacement du bypass,les pistolets ne debitent pas,,remplacement du bypass,pistolet pompe; bypass,dispenser related issue
INC00063505,le pistolet super 2 de la quadro 1 continue de faire monter le produit meme apres l arret du service ce qui conduit a des petits deversements quand la pompe reste longtemps sans qu on ne serve priere de corriger ce desagrement remplacement clapet et siege clapet pistolet nettoyage des filtres groupes et pistolets super et gasoil essais ok,le pistolet de la quadro continue de faire monter le produit meme apres l arret du service ce qui conduit a des petits deversements quand la pompe reste longtemps sans qu on ne serve,,remplacement clapet et siege clapet pistolet,pompe; pistolet pompe; filtre pistolet; filtre groupe; clapet pistolet; siege clapet pistolet,dispenser related issue
INC00054956,bonjour monsieur la pompe petrole est completement en arret nous avons ete livre aujourd hui donc nous avons plein de clients la pompe affiche error gc r verifications et remplacement de la batterie,la pompe petrole est completement la pompe affiche error gc r,,remplacement batterie,batterie; pompe,dispenser related issue
INC00075113,le panneau de la borne a air n est plus fixe convenablement au sol et se rabat sur le mur verifications et refixation de la borne a air,le panneau de la borne a air n est plus fixe convenablement au sol panneau rabat sur le mur,,refixation de la borne a air,borne a air; panneau,car service related issue
INC00045308,le quadro super 03 et gasoil 03 e pannes nb batterie tres faible demontage et echange standard batterie usagee reglages electroniques,le quadro super et gasoil en panne,batterie tres faible,remplacement batterie,batterie,dispenser related issue
INC00050897,le tuyau de la pompe gasoil laisse couler le produit abondement verifications et remplacement du joint elaflex,le tuyau de la pompe gasoil laisse couler le produit abondement,,remplacement joint,joint,dispenser related issue
INC00062033,la pompe mono gasoil gasoil est en arrt elle naspire pas depose pompe et nettoyage clapet ris depose groupe et repositionnement separateur nettoyage by pass remplacement totalisateur essais ok,la pompe mono naspire pas,,nettoyage bypass,pompe; clapet ris; groupe de pompage; separateur; bypass,dispenser related issue
INC00080220,la pompe petrole 2 suinte au niveau du pistolet remplacement joint bleu,la pompe suinte au niveau du pistolet,,remplacement joint pistolet,"pompe, pistolet pompe; joint",dispenser related issue
INC00070739,bruit anormal lors de la montee d un vehicule courroies et poulies remplacees essais ok,bruit anormal lors de la montee d un vehicule,,remplacement courroie remplacement poulie,poulie; courroie,car service related issue
INC00062478,les donnees ne remontent pas retablissement connexion internet,les donnees ne remontent pas,,retablissement connexion internet,,dialog related issue
INC00061273,pompe 3 en arret lors qu on decroche le pistolets sa marque error verifications et remplacement de la batterie,pompe en arret,,remplacement batterie,batterie; pompe,dispenser related issue
INC00070644,pompe quadro 3 fuite de super sous pied de pompe depose groupe remplacement joint separateur et joint de flasque essais ok,pompe quadro fuite de super sous pied de pompe,,remplacement joint separateur remplacement joint du flasque,pompe; groupe de pompage; joint separateur; joint du flasque groupe,dispenser related issue
INC00051605,pompe gasoil en arret unique remplacement de la batterie vp,pompe gasoil en arret,,remplacement batterie,batterie,dispenser related issue
INC00089713,les deux pistolets gazole de la quadro2 n aspirent pas le produit remplacement relais moteur 24v et batterie 6v,les deux pistolets n aspirent pas le produit,,remplacement batterie,pistolet pompe; relais moteur; batterie,dispenser related issue
INC00078811,la pompe petrole 2 suinte remplacement joint elaflex,la pompe suinte,,remplacement joint elaflex,pompe; joint,dispenser related issue
INC00080163,pistolet defectueux remplacement pistolet mise en service ok,pistolet defectueux,,remplacement pistolet,pistolet pompe,dispenser related issue
INC00055270,les moteurs super de la pompe quadro 2 ne demarrent pas pompe super 2 remise en service pose d un moteur,les moteurs de la pompe ne demarrent pas,,pose d un moteur,moteur,dispenser related issue
INC00056386,canne a huile en panne canne remplacee,canne a huile en panne,,canne a remplacer,canne a huile,car service related issue
INC00069573,scelle extincteur absent sur 50kg et date depasser sur un 9kg pose scelle sur extincteur p50 et verification extincteur p6 0k,scelle extincteur absent sur 50kg date depasser sur un 9kg,,pose scelle et verification extincteur,extincteur; scelle,safety related issue
INC00079619,pompe gazole 1 flexible separe du pistolet au niveau du poignet raccord cassant remplace fourni par total,pompe gazole flexible separe du pistolet au niveau du poignet,,remplacement raccord cassant,pompe; pistolet pompe; raccord cassant,dispenser related issue
INC00074374,la quadro 2 ne demarre pas reinitialisation pompe essais ok,la quadro ne demarre pas,,reinitialisation pompe,pompe,dispenser related issue
INC00084793,la pompe gazole n aspire pas le produit avec la cuve pleine consignation de la pompe reglage courroies deconsignation remise en service de la pompe amorcage de la pompe test ok,la pompe n aspire pas le produit,,amorcage de la pompe,pompe; courroie,dispenser related issue
INC00054862,apres plusieurs services sur la pompe gasoil 4 nous avons constate les excedent et apres analyse il s avere que les index ne tournent pas normalement totalisateur remplace,apres plusieurs services sur la pompe gasoil nous avons constate les excedent,index ne tournent pas normalement,remplacement totalisateur,pompe; totalisateur,dispenser related issue
INC00074367,bonjour l une des roues de l extincteur abc 50kgs est endommagee remplacement roue extincteurs,l une des roues de l extincteur abc 50kgs est endommagee,,remplacement roue extincteurs,extincteur; roue extincteur,safety related issue
INC00070387,toute la pompe quadro 03 ne fonctionne pas lorsqu on decroche le pistolet le message qui apparait sur l afficheur seart avec les chiffres qui varient reinitialisation pompe essais ok,toute la pompe quadro ne fonctionne pas lorsqu on decroche le pistolet le message qui apparait sur l afficheur seart avec les chiffres qui varient,,reinitialisation pompe,pompe; pistolet pompe,dispenser related issue
INC00072351,gasoil 4 coule au niveau de la jonction pistolet sur tuyau remplacement flexible reparation pistolet essais ok,gasoil coule au niveau de la jonction pistolet sur tuyau,,remplacement flexible,flexiblepompe;  pistolet pompe,dispenser related issue
INC00062035,la pompe est tres lente elle fait un grand bruit lorsqu elle est en marche ce dysfonctionnement nous amene a penser que les filtres doivent etre entretenus le systeme poulie courroie aussi demontage et nettoyage filtres colmates filtres groupe et pistolet remise en service,la pompe est tres lente,filtres colmates,nettoyage filtres,filtre; groupe de pompage; pistolet pompe; pompe,dispenser related issue
INC00075112,l embout du manometre est endommage remplacement flexible embout air sur borne a air essais ok,l embout du manometre est endommage,,remplacement flexible embout air,flexible embout air; borne a air,car service related issue
INC00058021,la pompe quadro 1 affiche batt error verifications et remplacement des batteries,la pompe quadro 1 affiche batt error,batterie defaillante,remplacement batterie,pompe; batterie,dispenser related issue
INC00064485,raccord cassant absent sur le pistolet de la pompe gazole remplacement raccord pistolet gasoil 7 essais ok,raccord cassant absent sur le pistolet de la pompe,,remplacement raccord pistolet,raccord cassant; pistolet pompe; pompe; raccord pistolet,dispenser related issue
INC00044721,les pompes super1 etgasoil3 debites en plus mesureur a remplacer,les pompes debites en plus,,mesureur a remplacer,pompe; mesureur,dispenser related issue
